apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Ada rilis {} baru untuk aplikasi berikut
DocType: DocType,Editable Grid,Editable Grid
DocType: Property Setter,Property Setter,Setter Properti
DocType: Web Form,Allow Print,Izinkan Cetak
DocType: Communication,Clicked,Diklik
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Unfollow,Berhenti Ikuti
apps/frappe/frappe/public/js/frappe/form/form.js,No permission to '{0}' {1},Tidak ada izin untuk '{0}' {1}
apps/frappe/frappe/email/doctype/auto_email_report/auto_email_report.js,Scheduled to send,Dijadwalkan untuk mengirim
DocType: DocType,Track Seen,Track Seen
DocType: Dropbox Settings,File Backup,Cadangan File
DocType: Kanban Board Column,orange,oranye
apps/frappe/frappe/public/js/frappe/list/list_view.js,No {0} found,Tidak ada {0} ditemukan
apps/frappe/frappe/config/customization.py,Add custom forms.,Tambahkan formulir kustom.
apps/frappe/frappe/desk/like.py,{0}: {1} in {2},{0}: {1} di {2}
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,submitted this document,mengonfirmasi dokumen ini
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup > User Permissions,Pengaturan > Hak Akses Pengguna
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,The system provides many pre-defined roles. You can add new roles to set finer permissions.,Sistem menyediakan berbagai peran yang telah ditentukan. Anda dapat menambahkan peran baru untuk mengatur hak akses lebih rinci.
DocType: Communication,CC,CC
DocType: Country,Geo,Geo
DocType: Data Migration Run,Trigger Name,Nama Pemicu
apps/frappe/frappe/public/js/frappe/desk.js,Domains,Bidang Usaha
DocType: Blog Category,Blog Category,Kategori Blog
apps/frappe/frappe/model/mapper.py,Cannot map because following condition fails: ,
DocType: Role Permission for Page and Report,Roles HTML,HTML Peran
apps/frappe/frappe/website/doctype/website_settings/website_settings.js,Select a Brand Image first.,Pilih Brand Image pertama.
DocType: Dashboard Chart Source,Dashboard Chart Source,Sumber Grafik Dasbor
DocType: Auto Repeat,Active,Aktif
apps/frappe/frappe/public/js/frappe/form/grid_row_form.js,Insert Below,Sisip Bawah
DocType: Kanban Board Column,Blue,Biru
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js,All customizations will be removed. Please confirm.,Semua pengubahsuaian akan terhapus. Silakan konfirmasi.
DocType: Page,Page HTML,Halaman HTML
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Export Errored Rows,Baris Ekspor yang Error
apps/frappe/frappe/chat/doctype/chat_room/chat_room.py,Group name cannot be empty.,Nama kelompok tidak boleh kosong.
apps/frappe/frappe/public/js/frappe/views/treeview.js,Further nodes can be only created under 'Group' type nodes,Node lebih lanjut dapat hanya dibuat di bawah tipe node 'Kelompok'
DocType: SMS Parameter,Header,Header
apps/frappe/frappe/public/js/frappe/model/model.js,Unknown Column: {0},Kolom diketahui: {0}
DocType: Notification Recipient,Email By Role,Email Menurut Peran
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,Nothing to update,Tidak ada yang diperbarui
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Users with role {0}:,Pengguna dengan peran {0}:
DocType: Print Format,Custom Format,Kustom Format
DocType: Workflow State,random,random
DocType: Newsletter Email Group,Newsletter Email Group,Kelompok Email Buletin
DocType: Braintree Settings,Integrations,Integrasi
DocType: DocField,Section Break,Section Break
DocType: Address,Warehouse,Gudang
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Font Styles,Gaya Font
DocType: Address,Other Territory,Wilayah lainnya
,Messages,Pesan
apps/frappe/frappe/config/website.py,Portal,Portal
DocType: Email Account,Use Different Email Login ID,Gunakan ID Login Email yang berbeda
apps/frappe/frappe/desk/query_report.py,Must specify a Query to run,Harus menentukan Query untuk menjalankan
apps/frappe/frappe/integrations/doctype/braintree_settings/braintree_settings.py,"There seems to be an issue with the server's braintree configuration. Don't worry, in case of failure, the amount will get refunded to your account.","Sepertinya ada masalah dengan konfigurasi braintree server. Jangan khawatir, jika terjadi kegagalan, jumlahnya akan dikembalikan ke akun anda."
apps/frappe/frappe/www/me.html,Manage Third Party Apps,Kelola Aplikasi Pihak Ketiga
DocType: Website Settings,Route Redirects,Pengalihan Rute
apps/frappe/frappe/config/settings.py,"Language, Date and Time settings","Pengaturan Bahasa, Tanggal dan Waktu"
DocType: User Email,User Email,Email Pengguna
DocType: Assignment Rule Day,Saturday,Sabtu
DocType: User,Represents a User in the system.,Merupakan Pengguna dalam sistem.
DocType: List View Setting,Disable Auto Refresh,Nonaktifkan Refresh Otomatis
DocType: Comment,Label,Label
apps/frappe/frappe/desk/form/assign_to.py,"The task {0}, that you assigned to {1}, has been closed.","Tugas {0}, yang anda tugaskan kepada {1}, telah ditutup."
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py,Please close this window,Tutup jendela ini
DocType: Print Format,Print Format Type,Jenis Format Cetak
DocType: Newsletter,A Lead with this Email Address should exist,Pelanggan Prospek dengan alamat email ini harus ada
apps/frappe/frappe/public/js/frappe/ui/toolbar/about.js,Open Source Applications for the Web,Aplikasi Open Source untuk Web
DocType: Event,Call,Panggilan Telpon
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,"Add the name of a ""Google Web Font"" e.g. ""Open Sans""","Tambahkan nama dari ""Google Web Font"" misalnya ""Open Sans"""
apps/frappe/frappe/public/js/frappe/request.js,Request Timed Out,Batas waktu permintaan habis
apps/frappe/frappe/config/settings.py,Enable / Disable Domains,Aktifkan / Nonaktifkan Bidang Usaha
DocType: Role Permission for Page and Report,Allow Roles,Izinkan Peran
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Successfully imported {0} records out of {1}.,Berhasil impor {0} data dari {1}.
DocType: Assignment Rule,"Simple Python Expression, Example: Status in (""Invalid"")","Ekspresi Python Sederhana, Contoh: Status dalam (""Tidak Valid"")"
DocType: User,Last Active,Terakhir Aktif
DocType: Email Account,SMTP Settings for outgoing emails,Pengaturan SMTP untuk email keluar
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,choose an,pilih sebuah
DocType: Data Export,Filter List,Daftar Filter
DocType: Data Export,Excel,Unggul
DocType: Email Account,Auto Reply Message,Auto Reply Pesan
DocType: Data Migration Mapping,Condition,Kondisi
apps/frappe/frappe/utils/data.py,{0} hours ago,{0} jam yang lalu
apps/frappe/frappe/utils/data.py,1 month ago,1 bulan lalu
apps/frappe/frappe/public/js/frappe/list/list_sidebar_group_by.js,Not Specified,Tidak Ditentukan
DocType: Contact,User ID,ID Pengguna
DocType: Communication,Sent,Dikirim
DocType: Address,Kerala,Kerala
apps/frappe/frappe/public/js/frappe/desk.js,Administration,Pengaturan
DocType: User,Simultaneous Sessions,Sesi Simultan
DocType: Social Login Key,Client Credentials,Kredensial Klien
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,Open a module or tool,Buka modul atau alat
DocType: Communication,Delivery Status,Status Pengiriman
DocType: Module Def,App Name,Nama App
DocType: Workflow,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Field yang menunjukkan Status Alur Kerja transaksi (jika field tidak tersedia, Field Kustom tersembunyi akan dibuat)"
DocType: Help Article,Knowledge Base Contributor,Kontributor Basis Pengetahuan
DocType: Communication,Sent Read Receipt,Penanda Dibaca Terkirim
DocType: Email Queue,Unsubscribe Method,Metode berhenti berlangganan
DocType: GSuite Templates,Related DocType,DocType Terkait
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Edit to add content,Edit untuk menambahkan konten
apps/frappe/frappe/public/js/frappe/views/communication.js,Select Languages,Pilih Bahasa
apps/frappe/frappe/templates/pages/integrations/stripe_checkout.html,Card Details,Rincian Kartu
apps/frappe/frappe/__init__.py,No permission for {0},Tidak ada izin untuk {0}
DocType: DocType,Advanced,Advanced
apps/frappe/frappe/integrations/doctype/razorpay_settings/razorpay_settings.py,Seems API Key or API Secret is wrong !!!,Tampaknya API Key atau API Secret adalah salah !!!
apps/frappe/frappe/templates/emails/auto_reply.html,Reference: {0} {1},Referensi: {0} {1}
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mrs,Ny.
DocType: File,Attached To Name,Terlampir Untuk Nama
DocType: Address,Address Type,Tipe Alamat
apps/frappe/frappe/email/receive.py,Invalid User Name or Support Password. Please rectify and try again.,Valid Nama Pengguna atau Dukungan Password. Harap memperbaiki dan coba lagi.
DocType: Email Account,Yahoo Mail,Surat Yahoo
apps/frappe/frappe/email/doctype/notification/notification.py,Error in Notification,Kesalahan dalam Notifikasi
DocType: Access Log,Log Data,Log Data
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Madam,Nyonya
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Criticize,Mengkritik
apps/frappe/frappe/desk/page/activity/activity_row.html,Updated {0}: {1},Diperbarui {0}: {1}
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Master,Master
DocType: DocType,User Cannot Create,User Cannot Create
apps/frappe/frappe/social/doctype/energy_point_settings/energy_point_settings.js,Successfully Done,Berhasil Dilakukan
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py,Dropbox access is approved!,Akses Dropbox disetujui!
DocType: Customize Form,Enter Form Type,Masukkan Jenis Form
DocType: Google Drive,Authorize Google Drive Access,Otorisasi Akses Google Drive
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Missing parameter Kanban Board Name,Parameter yang hilang Nama Kanban Board
apps/frappe/frappe/public/js/frappe/list/list_sidebar_stat.html,No records tagged.,Tidak ada tag data.
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder.js,Remove Field,Hapus Field
apps/frappe/frappe/public/js/frappe/request.js,You are not connected to Internet. Retry after sometime.,Anda tidak terhubung ke Internet. Coba lagi setelah beberapa saat.
apps/frappe/frappe/public/js/frappe/form/form.js,"Allowing DocType, DocType. Be careful!","Membiarkan DocType, DocType. Hati-hati!"
apps/frappe/frappe/config/core.py,"Customized Formats for Printing, Email","Format disesuaikan untuk Pencetakan, Email"
apps/frappe/frappe/public/js/frappe/ui/group_by/group_by.js,Sum of {0},Jumlah dari {0}
apps/frappe/frappe/public/js/frappe/desk.js,Updated To New Version,Diperbarui Ke Versi Baru
DocType: Custom Field,Depends On,Tergantung Pada
DocType: Kanban Board Column,Green,Hijau
DocType: Custom DocPerm,Additional Permissions,Hak Akses Tambahan
DocType: Email Account,Always use Account's Email Address as Sender,Selalu gunakan Alamat Email Akun sebagai Pengirim
apps/frappe/frappe/templates/includes/comments/comments.html,Login to comment,Masuk untuk berkomentar
apps/frappe/frappe/core/doctype/data_import/importer.py,Start entering data below this line,Masukkan data mulai di bawah garis ini
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,changed values for {0},mengubah nilai untuk {0}
apps/frappe/frappe/email/doctype/email_account/email_account.py,"Email ID must be unique, Email Account already exists \
				for {0}","ID email harus unik, Akun Email sudah ada \ untuk {0}"
DocType: Workflow State,retweet,retweet
apps/frappe/frappe/public/js/frappe/form/templates/print_layout.html,Customize...,Sesuaikan...
DocType: Print Format,Align Labels to the Right,Meratakan Label ke Kanan
DocType: Assignment Rule,Disabled,Dinonaktifkan
DocType: File,Uploaded To Dropbox,Diunggah Ke Dropbox
DocType: Workflow State,eye-close,eye-close
apps/frappe/frappe/integrations/doctype/google_settings/google_settings.js,"For more information, {0}.","Untuk informasi lebih lanjut, {0}."
apps/frappe/frappe/public/js/frappe/form/sidebar/form_sidebar.js,Repeats {0},Ulangi {0}
DocType: OAuth Provider Settings,OAuth Provider Settings,Pengaturan Penyedia OAuth
DocType: Review Level,Review Points,Poin Ulasan
DocType: Workflow Document State,Workflow Action is not created for optional states,Tindakan Alur Kerja tidak dibuat untuk status opsional
DocType: Address,City/Town,Kota/Kab.
DocType: Data Migration Connector,Connector Name,Nama konektor
DocType: Address,Is Your Company Address,Adalah Alamat Perusahaan Anda
DocType: Energy Point Log,Social,Sosial
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not create Calendar for {0}, error code {1}.","Google Kalender - Tidak dapat membuat Kalender untuk {0}, kode kesalahan {1}."
apps/frappe/frappe/public/js/frappe/form/grid_row_form.js,Editing Row,Editing Row
DocType: Workflow Action Master,Workflow Action Master,Induk Tindakan Alur Kerja
DocType: Custom Field,Field Type,Field Type
apps/frappe/frappe/utils/data.py,only.,saja.
DocType: Route History,Route History,Riwayat Rute
apps/frappe/frappe/social/doctype/energy_point_settings/energy_point_settings.js,Give Review Points,Berikan Poin Ulasan
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,"Google Calendar - Could not insert contact in Google Contacts {0}, error code {1}.","Kalender Google - Tidak dapat memasukkan kontak ke dalam Kontak Google {0}, kode kesalahan {1}."
apps/frappe/frappe/core/doctype/user/user.py,OTP secret can only be reset by the Administrator.,Rahasia OTP hanya bisa diatur ulang oleh Administrator.
apps/frappe/frappe/utils/password_strength.py,Avoid years that are associated with you.,Hindari tahun yang berkaitan dengan anda.
apps/frappe/frappe/config/users_and_permissions.py,Restrict user for specific document,Batasi pengguna untuk dokumen tertentu
DocType: GSuite Templates,GSuite Templates,Template GSuite
apps/frappe/frappe/utils/goal.py,Goal,Sasaran
apps/frappe/frappe/email/receive.py,Invalid Mail Server. Please rectify and try again.,Mail Server tidak valid. Harap memperbaiki dan coba lagi.
DocType: DocField,"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line."
DocType: Workflow State,film,film
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.js,Sync Calendar,Sinkronkan Kalender
apps/frappe/frappe/model/db_query.py,No permission to read {0},Tidak ada izin untuk membaca {0}
apps/frappe/frappe/config/desktop.py,Tools,Perlengkapan
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Include indentation,Termasuk indentasi
apps/frappe/frappe/utils/password_strength.py,Avoid recent years.,Hindari beberapa tahun terakhir.
apps/frappe/frappe/templates/includes/login/login.js,Verification,Verifikasi
apps/frappe/frappe/utils/nestedset.py,Multiple root nodes not allowed.,Beberapa node akar tidak diperbolehkan.
DocType: Note,"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Jika diaktifkan, pengguna akan diberitahu setiap kali login. Jika tidak diaktifkan, pengguna hanya akan diberitahu satu kali."
apps/frappe/frappe/core/doctype/doctype/doctype.py,Invalid {0} condition,Kondisi {0} tidak valid
DocType: OAuth Client,"If checked, users will not see the Confirm Access dialog.","Jika dicentang, pengguna tidak akan melihat dialog Confirm Access."
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,{0} record deleted,{0} catatan dihapus
apps/frappe/frappe/public/js/frappe/ui/toolbar/awesome_bar.js,"tag name..., e.g. #tag","nama tag..., misalnya #tag"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Keyboard Shortcuts,Pintasan Keyboard
DocType: Post,Comments,Komentar
apps/frappe/frappe/public/js/frappe/dom.js,Confirm,Mengonfirmasi
apps/frappe/frappe/public/js/frappe/desk.js,Authenticating...,Mengotentikasi...
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,Collapse All,Perkecil Semua
apps/frappe/frappe/www/login.html,Forgot Password?,Lupa Password?
DocType: System Settings,yyyy-mm-dd,yyyy-mm-dd
apps/frappe/frappe/desk/report/todo/todo.py,ID,ID
apps/frappe/frappe/integrations/doctype/stripe_settings/stripe_settings.py,Server Error,Server Error
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,See all past reports.,Lihat semua laporan yang lalu.
apps/frappe/frappe/email/doctype/email_account/email_account.py,Login Id is required,Id Login harus diisi
DocType: Website Slideshow,Website Slideshow,Slideshow Situs
apps/frappe/frappe/core/page/dashboard/dashboard.js,No Data,Tidak ada data
DocType: Website Settings,"Link that is the website home page. Standard Links (index, login, products, blog, about, contact)","Lokasi beranda (home) situs web. Standar lokasi (index, login, products, blog, about, contact)"
apps/frappe/frappe/email/doctype/email_account/email_account.py,Authentication failed while receiving emails from Email Account {0}. Message from server: {1},Otentikasi gagal saat menerima Email dari Akun Email {0}. Pesan dari server: {1}
DocType: User,Banner Image,Gambar Banner
DocType: Custom Field,Custom Field,Field Kustom
apps/frappe/frappe/email/doctype/notification/notification.py,Please specify which date field must be checked,Silakan tentukan tanggal yang harus diperiksa
DocType: Custom DocPerm,Set User Permissions,Atur Akses Pengguna
DocType: Email Account,Email Account Name,Nama Akun Email
apps/frappe/frappe/integrations/doctype/dropbox_settings/dropbox_settings.py,Something went wrong while generating dropbox access token. Please check error log for more details.,Terjadi kesalahan saat membuat token akses dropbox. Silakan periksa log error untuk lebih jelasnya.
DocType: File,old_parent,old_parent
apps/frappe/frappe/config/desk.py,"Newsletters to contacts, leads.","Newsletter ke kontak, prospek."
DocType: Email Account,"e.g. ""Support"", ""Sales"", ""Jerry Yang""","misalnya ""Support "","" Penjualan "","" Jerry Yang """
apps/frappe/frappe/twofactor.py,Incorrect Verification code,Kode Verifikasi salah
apps/frappe/frappe/integrations/doctype/google_contacts/google_contacts.py,Google Contacts Integration is disabled.,Integrasi Kontak Google dinonaktifkan.
DocType: Assignment Rule,Description,Deskripsi
DocType: Print Settings,Repeat Header and Footer in PDF,Ulangi Header dan Footer di PDF
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Failure,Kegagalan
DocType: Address Template,Is Default,Adalah Default
DocType: Data Migration Connector,Connector Type,Jenis Konektor
apps/frappe/frappe/desk/doctype/kanban_board/kanban_board.py,Column Name cannot be empty,Nama kolom tidak boleh kosong
apps/frappe/frappe/email/doctype/email_account/email_account.py,Error while connecting to email account {0},Kesalahan saat menyambung ke akun email {0}
DocType: Workflow State,fast-forward,fast-forward
DocType: Communication,Communication,Komunikasi
apps/frappe/frappe/printing/page/print_format_builder/print_format_builder_column_selector.html,"Check columns to select, drag to set order.","Periksa kolom untuk memilih, drag untuk mengatur ketertiban."
apps/frappe/frappe/templates/emails/new_message.html,Login and view in Browser,Login dan lihat di Browser
apps/frappe/frappe/core/doctype/page/page.js,Go to {0} Page,Buka Halaman {0}
DocType: LDAP Settings,Password for Base DN,Password untuk Base DN
apps/frappe/frappe/core/doctype/version/version_view.html,Table Field,Field Tabel
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,Columns based on,Kolom berdasarkan
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,"Importing {0} of {1}, {2}","Mengimpor {0} dari {1}, {2}"
DocType: Workflow State,move,move
apps/frappe/frappe/model/document.py,Action Failed,aksi Gagal
apps/frappe/frappe/core/doctype/user_permission/user_permission_list.js,For User,untuk Pengguna
DocType: View Log,View log,View log
DocType: Address,Assam,Assam
apps/frappe/frappe/public/js/frappe/file_uploader/WebLink.vue,← Back to upload files,← Kembali ke unggah file
apps/frappe/frappe/email/doctype/email_domain/email_domain.py,Outgoing email account not correct,Akun email keluar tidak benar
DocType: Transaction Log,Chaining Hash,Chaining Hash
apps/frappe/frappe/contacts/doctype/contact/contact.py,Please set Email Address,Silahkan tentukan Alamat Email
DocType: User,"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop","Jika pengguna memiliki peran yang dipilih, maka pengguna menjadi ""Pengguna Sistem"". ""Pengguna Sistem"" memiliki akses ke desktop"
DocType: System Settings,Date and Number Format,Format Tanggal dan Nomor
apps/frappe/frappe/model/document.py,one of,salah satu
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup &gt; Customize Form,Pengaturan > Ubahsuai Formulir
apps/frappe/frappe/public/js/frappe/desk.js,Checking one moment,Sedang memeriksa
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Show Tags,Tampilkan Tag
DocType: DocField,HTML Editor,HTML Editor
DocType: System Settings,"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User","Jika dicentang dan Hak Akses Pengguna ditetapkan pada DocType untuk Pengguna, maka semua dokumen yang nilai tautannya kosong, tidak akan ditampilkan ke Pengguna tersebut."
DocType: Address,Billing,Penagihan
DocType: Email Queue,Not Sent,Tidak Terkirim
DocType: Web Form,Actions,Tindakan
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,Setup &gt; User,Pengaturan > Pengguna
DocType: Workflow State,align-justify,align-justify
DocType: User,Middle Name (Optional),Nama Tengah (Opsional)
apps/frappe/frappe/public/js/frappe/request.js,Not Permitted,Tidak Diijinkan
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,No Google Calendar Event to sync.,Tidak ada Acara Kalender Google untuk disinkronkan.
apps/frappe/frappe/public/js/frappe/ui/field_group.js,Following fields have missing values:,Field berikut belum ada nilai:
apps/frappe/frappe/public/js/frappe/utils/energy_point_utils.js,via automatic rule {0} on {1},via aturan otomatis {0} pada {1}
apps/frappe/frappe/core/report/transaction_log_report/transaction_log_report.py,First Transaction,Transaksi Pertama
apps/frappe/frappe/app.py,You do not have enough permissions to complete the action,Anda tidak memiliki izin yang cukup untuk menyelesaikan tindakan
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py,Single DocTypes cannot be customized.,Single DocTypes tidak dapat diubahsuai.
DocType: User,Document Follow,Ikuti Dokumen
apps/frappe/frappe/public/js/frappe/form/link_selector.js,No Results,No Results
DocType: System Settings,Security,Keamanan
apps/frappe/frappe/email/doctype/newsletter/newsletter.py,Scheduled to send to {0} recipients,Dijadwalkan untuk mengirim ke {0} penerima
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Cut,Cut
apps/frappe/frappe/model/rename_doc.py,renamed from {0} to {1},berganti nama dari {0} ke {1}
apps/frappe/frappe/public/js/frappe/list/list_view.js,{0} of {1} ({2} rows with children),{0} dari {1} ({2} baris dengan anakan)
DocType: Currency,**Currency** Master,**Mata Uang** Utama
DocType: Email Account,No of emails remaining to be synced,Jumlah Email yang masih harus disinkronkan
apps/frappe/frappe/public/js/frappe/form/sidebar/assign_to.js,Please save the document before assignment,Harap simpan dokumen sebelum penugasan
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Click here to post bugs and suggestions,Klik di sini untuk mengirim bug dan saran
DocType: Website Settings,Address and other legal information you may want to put in the footer.,Alamat dan informasi legal lainnya yang mungkin anda ingin masukkan ke footer.
DocType: Website Sidebar Item,Website Sidebar Item,Isi Sidebar Situs
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Click on {0} to generate Refresh Token.,Klik pada {0} untuk menghasilkan Refresh Token.
apps/frappe/frappe/social/doctype/energy_point_rule/energy_point_rule.py,Reference document has been cancelled,Dokumen referensi telah dibatalkan
DocType: PayPal Settings,PayPal Settings,Pengaturan PayPal
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Select Document Type,Pilih Jenis Dokumen
apps/frappe/frappe/utils/nestedset.py,Cannot delete {0} as it has child nodes,Tidak dapat menghapus {0} karena memiliki node anak
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,{0} minutes ago,{0} menit yang lalu
apps/frappe/frappe/automation/doctype/assignment_rule/assignment_rule.py,Assignment Day {0} has been repeated.,Hari Penugasan {0} telah diulang.
DocType: Kanban Board Column,lightblue,biru muda
apps/frappe/frappe/integrations/doctype/webhook/webhook.py,Same Field is entered more than once,Field yang sama sudah masuk lebih dari satu kali
DocType: Print Settings,Enable Raw Printing,Aktifkan Pencetakan Mentah
DocType: Contact,Contact Numbers,Nomor Kontak
DocType: Website Route Redirect,Source,Sumber
apps/frappe/frappe/templates/includes/list/filters.html,clear,jelas
apps/frappe/frappe/core/page/background_jobs/background_jobs.html,Finished,Selesai
DocType: Prepared Report,Filter Values,Nilai Filter
DocType: Communication,User Tags,Tag Pengguna
DocType: Data Migration Run,Fail,Gagal
DocType: Workflow State,download-alt,download-alt
DocType: Data Migration Run,Pull Failed,Tarik Gagal
apps/frappe/frappe/public/js/frappe/views/components/Desktop.vue,Show / Hide Cards,Atur Tampilan Menu
DocType: Communication,Feedback Request,Permintaan Umpan Balik
apps/frappe/frappe/config/settings.py,Import Data from CSV / Excel files.,Impor Data dari file CSV / Excel.
apps/frappe/frappe/website/doctype/web_form/web_form.py,Following fields are missing:,Field berikut tidak ada:
apps/frappe/frappe/desk/doctype/bulk_update/bulk_update.py,Cancelling {0},Membatalkan {0}
DocType: Web Page,Main Section,Bagian Utama
DocType: Page,Icon,icon
apps/frappe/frappe/www/update-password.html,"Hint: Include symbols, numbers and capital letters in the password","Petunjuk: Sertakan simbol, angka dan huruf kapital di dalam Password"
DocType: DocField,Allow in Quick Entry,Izinkan di Quick Entry
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js,PDF,PDF
DocType: System Settings,dd/mm/yyyy,dd/mm/yyyy
DocType: System Settings,Backups,Cadangan
apps/frappe/frappe/core/doctype/communication/communication.js,Add Contact,Tambah Kontak
DocType: Notification Recipient,Optional: Always send to these ids. Each Email Address on a new row,Opsi: Selalu kirim ke ID ini. Setiap Alamat Email pada baris baru
apps/frappe/frappe/public/js/frappe/form/layout.js,Hide Details,Sembunyikan Rincian
apps/frappe/frappe/www/qrcode.py,Page has expired!,Halaman telah kadaluarsa!
DocType: LDAP Settings,Path to private Key File,Path ke File Kunci pribadi
DocType: Workflow State,Tasks,Tugas
DocType: Assignment Rule Day,Tuesday,Selasa
DocType: Blog Settings,Blog Settings,Pengaturan Blog
apps/frappe/frappe/templates/emails/new_user.html,You can also copy-paste this link in your browser,Anda juga dapat copy-paste link ini di browser anda
DocType: Workflow State,bullhorn,bullhorn
apps/frappe/frappe/model/workflow.py,Not a valid Workflow Action,Bukan Aksi Alur Kerja yang valid
DocType: Footer Item,Target,Sasaran
DocType: System Settings,Number of Backups,Jumlah Cadangan
DocType: Dashboard Chart,Last Year,Tahun Lalu
DocType: Website Settings,Copyright,Hak Cipta
apps/frappe/frappe/desk/page/user_profile/user_profile.js,Go,Pergi
DocType: OAuth Authorization Code,Invalid,Tidak Berlaku
DocType: ToDo,Due Date,Tanggal Jatuh Tempo
apps/frappe/frappe/public/js/frappe/views/gantt/gantt_view.js,Quarter Day,Seperempat Hari
DocType: Website Settings,Hide Footer Signup,Sembunyikan Footer Signup
apps/frappe/frappe/public/js/frappe/form/footer/timeline.js,cancelled this document,membatalkan dokumen ini
apps/frappe/frappe/core/doctype/report/report.js,Write a Python file in the same folder where this is saved and return column and result.,Menulis file Python dalam folder yang sama di mana file ini disimpan dan menampilkan kolom dan hasilnya.
apps/frappe/frappe/website/doctype/website_slideshow/website_slideshow.js,Add to table,Tambah ke tabel
DocType: Website Theme,Theme URL,URL Tema
DocType: Customize Form,Sort Field,Urutkan Field
DocType: Razorpay Settings,Razorpay Settings,Pengaturan Razorpay
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Edit Filter,Edit Filter
apps/frappe/frappe/public/js/frappe/ui/slides.js,Add More,Tambah Lagi
DocType: System Settings,Session Expiry Mobile,Sesi Kadaluarsa Ponsel
apps/frappe/frappe/utils/password.py,Incorrect User or Password,Pengguna atau Password salah
apps/frappe/frappe/templates/includes/search_box.html,Search results for,Hasil pencarian
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Access Token URL,Harap masukkan URL Akses Token
DocType: Notification,Slack,Slack
DocType: Custom DocPerm,If user is the owner,Jika pengguna adalah pemilik
apps/frappe/frappe/public/js/frappe/form/templates/form_sidebar.html,Follow,Ikuti
,Activity,Aktivitas
DocType: Note,"Help: To link to another record in the system, use ""#Form/Note/[Note Name]"" as the Link URL. (don't use ""http://"")","Bantuan: Untuk menautkan ke data lain dalam sistem, gunakan ""#Form/Note/[Nama Catatan]"" sebagai URL tautan. (jangan gunakan ""http://"")"
DocType: User Permission,Allow,Mengizinkan
